id,L_node_1,L_node_2,I_node_1,I_node_2,context_L_node,context_I_node,prop_rel
834562,He's a threat to our democracy,He must go,Boris Johnson is a threat to our democracy,Boris Johnson must go,This man is undermining our democracy,Boris Johnson is undermining our democracy,inference
834718,I didn't do that,"that week, I got 14,000 emails from people right across these islands, actually the majority of them were Conservative voters, and they knew, you know, we know, that Boris Johnson has lost the moral authority to lead",Ian Blackford didn't withdraw the statement that the Prime Minister was a liar,"that week, Ian Blackford got 14,000 emails from people right across these islands, actually the majority of them were Conservative voters, and they knew, you know, we know, that Boris Johnson has lost the moral authority to lead",I couldn't,Ian Blackford couldn't withdraw the statement that the Prime Minister was a liar,inference
834684,"There's 600,000 births a year, the majority of those are safe and happy births",we are improving,"there's 600,000 births a year, the majority of those are safe and happy births",we are improving,is it safe in this country,is it or is it not safe to give birth in this country,inference
834690,"We've reduced still birth rates by 25 per cent, neonatal deaths by 36 per cent",we are improving,"we've reduced still birth rates by 25 per cent, neonatal deaths by 36 per cent",we are improving,"There's 600,000 births a year, the majority of those are safe and happy births","there's 600,000 births a year, the majority of those are safe and happy births",inference
834693,Maternal deaths as well,we are improving,we've reduced maternal deaths as well,we are improving,"There's 600,000 births a year, the majority of those are safe and happy births","there's 600,000 births a year, the majority of those are safe and happy births",inference
834700,"number one on Donna Ockenden's list of essential and immediate actions is funding, financing a safe maternity workforce",does that include the funding,"number one on Donna Ockenden's list of essential and immediate actions is funding, financing a safe maternity workforce",does or does not the Secretary of State accepting every single one of Donna Ockenden's recommendations include the funding,"the Secretary of State is accepting every single one of Donna's recommendations both nationally, locally and for him personally","the Secretary of State is accepting every single one of Donna Ockenden's recommendations both nationally, locally and for him personally",inference
834736,We don't know the identities of the people who've got fixed penalty notices,what we've said is that we will wait for the Sue Gray report,we don't know the identities of the people who've got fixed penalty notices,we will wait for the Sue Gray report,he genuinely did not believe that there was wrongdoing,Boris Johnson genuinely did not believe that there was wrongdoing,inference
834828,"they just don't have any of the numbers of staff that when I started out being pregnant 12 years ago it was a very, very different system","Every time I have a child I think gosh, this is worse, this is worse","hospitals just don't have any of the numbers of staff that when AudienceMember 20220331QT45 started out being pregnant 12 years ago it was a very, very different system","Every time AudienceMember 20220331QT45 has a child she thinks gosh, this is worse, this is worse",I have watched the system go down,AudienceMember 20220331QT45 has watched the system go down,inference
835049,"I come from Shropshire, so my family's local hospital is the Shrewsbury and Telford Trust, and I…I had my kids in America",I was I guess luckily not anywhere near it,"Zanny Minton Beddoes comes from Shropshire, so her family's local hospital is the Shrewsbury and Telford Trust, and Zanny Minton Beddoes…Zanny Minton Beddoes had her kids in America",Zanny Minton Beddoes was luckily not anywhere near the problem,I'm really shocked by this,Zanny Minton Beddoes is really shocked by this,inference
835103,you have a culture of targets,I find it hard to believe that there aren't other examples of similar risky things happening in the NHS,you have a culture of targets,it is hard to believe that there aren't other examples of similar risky things which result in children's deaths happening in the NHS,it's isolated in the sense that it's the absolute worst example,the reports of the children dying in the maternity services in the UK are isolated in the sense that it's the absolute worst example,inference
835111,you have a culture of covering things up,I find it hard to believe that there aren't other examples of similar risky things happening in the NHS,you have a culture of covering things up,it is hard to believe that there aren't other examples of similar risky things which result in children's deaths happening in the NHS,it's isolated in the sense that it's the absolute worst example,the reports of the children dying in the maternity services in the UK are isolated in the sense that it's the absolute worst example,inference
835119,you have a bureaucracy that is defensive,I find it hard to believe that there aren't other examples of similar risky things happening in the NHS,you have a bureaucracy that is defensive,it is hard to believe that there aren't other examples of similar risky things which result in children's deaths happening in the NHS,it's isolated in the sense that it's the absolute worst example,the reports of the children dying in the maternity services in the UK are isolated in the sense that it's the absolute worst example,inference
835127,that is worried about admitting mistakes,you have a bureaucracy that is defensive,the democracy is worried about admitting mistakes,you have a bureaucracy that is defensive,I find it hard to believe that there aren't other examples of similar risky things happening in the NHS,it is hard to believe that there aren't other examples of similar risky things which result in children's deaths happening in the NHS,inference
835174,there has to be a thinking in the NHS about how can you actually have a culture where mistakes are admitted,I find it hard to believe that there aren't other examples of similar risky things happening in the NHS,there has to be a thinking in the NHS about how can you actually have a culture where mistakes are admitted,it is hard to believe that there aren't other examples of similar risky things which result in children's deaths happening in the NHS,it's isolated in the sense that it's the absolute worst example,the reports of the children dying in the maternity services in the UK are isolated in the sense that it's the absolute worst example,inference
835248,"both parties can take their hats off and say, actually that was down to us",offshore wind is a success,"both political parties can take their hats off and say, actually that was down to us",offshore wind is a success,Yes,yes,inference
835466,that's the truth,I was kind of looking forward to this review,it is the truth that either political party has not done sufficient on this issue,Emily Thornberry was looking forward to this review,I don't think in either political party over the last few years has done sufficient on this issue,Emily Thornberry does not think in either political party over the last few years has done sufficient on this issue,inference
835474,I was thinking that maybe you'd come up with something,I was kind of looking forward to this review,Emily Thornberry was thinking that maybe Greg Hands would come up with something,Emily Thornberry was looking forward to this review,that's the truth,it is the truth that either political party has not done sufficient on this issue,inference
835532,we have three years to drastically reduce emissions unless we face a three degree warming across the planet,the long-term problem is the climate crisis,we have three years to drastically reduce emissions unless we face a three degree warming across the planet,the long-term problem is the climate crisis,We have to reduce our dependency on Russian fossil fuels,we have to reduce our dependency on Russian fossil fuels,inference
835534,"in the decades to come, it's highly likely that some parts of Dover might be under water because of rising sea levels",the long-term problem is the climate crisis,"in the decades to come, it's highly likely that some parts of Dover might be under water because of rising sea levels",the long-term problem is the climate crisis,We have to reduce our dependency on Russian fossil fuels,we have to reduce our dependency on Russian fossil fuels,inference
835543,"in the decades to come, it's highly likely that some parts of Dover might be under water because of rising sea levels",We need something that stops the problem right now,"in the decades to come, it's highly likely that some parts of Dover might be under water because of rising sea levels",we need something that stops the problem of the climate crisis right now,the long-term problem is the climate crisis,the long-term problem is the climate crisis,inference
835618,"we would be reducing energy bills for people that desperately need not to have to make those choices, whether to have heating or whether to have hot food",We need to be decarbonising our housing stock now,"we would be reducing energy bills for people that desperately need not to have to make those choices, whether to have heating or whether to have hot food",we need to be decarbonising our housing stock now,we have run out of time,we have run out of time,inference
835622,we have run out of time,We need to be decarbonising our housing stock now,we have run out of time,we need to be decarbonising our housing stock now,"we are going to have to actually implement, as I say, something that resembles a strategy and not what seems to be, to use that phrase, a sort of a whack a mole approach to what is perceived to be a current crisis","we are going to have to actually implement something that resembles a strategy and not what seems to be, to use that phrase, a sort of a whack a mole approach to what is perceived to be a current crisis",inference
835719,it's a good long-term energy strategy in some ways,I don't think it's too little too late,the UK Government's energy strategy is a good long-term energy strategy in some ways,Justin Welby doesn't think the UK Government's energy strategy is too little too late,is the Government's energy strategy too little too late,the UK Government's energy strategy is or is not too little too late,inference
835735,what's going to happen in the short-term,We need to decarbonise now,something is going to happen in the short-term,we need to decarbonise now,it's a good long-term energy strategy in some ways,the UK Government's energy strategy is a good long-term energy strategy in some ways,inference
835760,"The IPCC report came out earlier this week, just before the so-called strategy, saying that we have to decarbonise now if we want to mitigate climate change and that we have to phase out fossil fuels",when will the Government stop approving oil rigs,"the IPCC report came out earlier this week, just before the so-called strategy, saying that we have to decarbonise now if we want to mitigate climate change and that we have to phase out fossil fuels",the UK Government will stop approving oil rigs in xxx,That means subsidies for people to insulate their homes and to care for those who have the least capacity to care for themselves,decarbonising means subsidies for people to insulate their homes and to care for those who have the least capacity to care for themselves,inference
835964,"on the fracking side of things, I understand with the Ukrainian situation the desire to draw up our fuel",that goes through,"on the fracking side of things, AudienceMember 20220407QT05 understands with the Ukrainian situation the desire to draw up our fuel",drawing up our fuel might go through,most people would prefer wind to nuclear next door to their house,most people would prefer wind to nuclear next door to their house,inference
835997,there's no windfall tax,It is ridiculous that companies can make excessive profits,there's no windfall tax,it is ridiculous that companies can make excessive profits,what's your view on that,Revd Justin Welby's view on people from all social classes having to pay for this energy crisis is xxx,inference
836097,That is going to drive migration,that is going to drive more conflict,climate change is going to drive migration,migration is going to drive more conflict,they're seeing complete changes in the pattern of rainfall,the heads of the different provinces of the Anglican Communion are seeing complete changes in the pattern of rainfall,inference
836098,they're seeing complete changes in the pattern of rainfall,That is going to drive migration,the heads of the different provinces of the Anglican Communion are seeing complete changes in the pattern of rainfall,climate change is going to drive migration,They're seeing floods,the heads of the different provinces of the Anglican Communion are seeing floods,inference
836099,that is going to drive more conflict,stop people dealing with climate change,migration is going to drive more conflict,more conflict stop people dealing with climate change,That is going to drive migration,climate change is going to drive migration,inference
836106,it's a global crisis,that's slightly missing the picture,climate change is a global crisis,that's slightly missing the picture,It is ridiculous that companies can make excessive profits,it is ridiculous that companies can make excessive profits,inference
836235,"while the guns sound, nobody is going to deal with war crime",that is an absolute priority,"while the guns sound, nobody is going to deal with war crime",bringing a ceasefire is an absolute priority,the first priority has to be pressure and encouragement to bring a ceasefire,the first priority has to be pressure and encouragement to bring a ceasefire,inference
836237,"while the guns sound, nobody is going to deal with war crime",you never deal with war crimes until the fighting stops,"while the guns sound, nobody is going to deal with war crime",you never deal with war crimes until the fighting stops,South Sudan in 2014,South Sudan in 2014,inference
836281,it has with Bosnia and Darfur,"if you're going to have justice, it will take a long time",justice has taken a long time in Bosnia and Darfur,"if you're going to have justice, it will take a long time","while the guns sound, nobody is going to deal with war crime","while the guns sound, nobody is going to deal with war crime",inference
836344,all the utilities have doubled,I live in a rural community with an oil tank. It is very expensive,all the utilities have doubled,AudienceMember 20220407QT06 lives in a rural community with an oil tank. It is very expensive,We don't need to be patronised anymore,we don't need to be patronised anymore,inference
836426,the UK has actually done more to decarbonise than any other G7 economy in the last 30 years,she is right that we are taking action and moving to net zero,the UK has actually done more to decarbonise than any other G7 economy in the last 30 years,AudienceMember 20220407QT03  is right that we are taking action and moving to net zero,the third area is actually on oil and gas,the third area is actually on oil and gas,inference
836454,we are in a good position on that,"at this time we don't want to be increasing our import of hydrocarbons from abroad, particularly from Russia","we are in a good position on not increasing our import of hydrocarbons from abroad, particularly from Russia","at this time we don't want to be increasing our import of hydrocarbons from abroad, particularly from Russia",Our emissions are down by 44 per cent in the last 30 years,our emissions are down by 44 per cent in the last 30 years,inference
836534,the war in Ukraine will look like a stroll in the park compared to the famine and starvation and the wars that will happen if climate change actually goes beyond the 1.5 degrees that we're already destined to achieve,we also need to be saving the planet,the war in Ukraine will look like a stroll in the park compared to the famine and starvation and the wars that will happen if climate change actually goes beyond the 1.5 degrees that we're already destined to achieve,we also need to be saving the planet,winter is coming,winter is coming,inference
836829,"We have to make sure that people are held to account, either publicly or, best of all, in a cour",we have to investigate the war crimes,"we have to make sure that people are held to account, either publicly or, best of all, in a cour",we have to investigate the war crimes,Wars get harder and more horrible and more cruel and more foul with every day that passes,wars get harder and more horrible and more cruel and more foul with every day that passes,inference
836852,"the announcements today of the eight sites, for example, Wylfa, for example, Hartlepool, these are all places with a long nuclear tradition, sometimes going back to the 1950s",they're typically the place that have had nuclear power plants before,"the announcements today of the eight sites, for example, Wylfa, for example, Hartlepool, these are all places with a long nuclear tradition, sometimes going back to the 1950s",places where local people desire power plants have had nuclear power plants before,the way nuclear works in this country is that nuclear power plants will be in places where they will be desired by local people,the way nuclear works in this country is that nuclear power plants will be in places where they will be desired by local people,inference
836874,"climate change and action on the climate, going back to the IPCC report on Monday, it goes hand in hand with increasing and enhancing our energy security",We need energy that is homegrown and home blown,"climate change and action on the climate, going back to the IPCC report on Monday, it goes hand in hand with increasing and enhancing our energy security",we need energy that is homegrown and home blown,There are areas with strong popular support for nuclear power in those places,there are areas with strong popular support for nuclear power in those places of the eight sites,inference
837007,I fear they would be,we have to act,Dan Hodges fears that the atrocities and war crimes we have all seen in our TV screens could be verified,we have to act,they are verified,the atrocities and war crimes we have all seen in our TV screens might be verified,inference
837049,we need to be honest,the reality is Vladimir Putin is not going to appear in front of any form of criminal tribunal to account for his actions,we need to be honest,the reality is Vladimir Putin is not going to appear in front of any form of criminal tribunal to account for his actions,the fact that Russia could be on it in the first place,the UN Human Rights Council's weakness is the fact that Russia could be on it in the first place,inference
837263,"It's taken back at the point at which it is charged, it's not an obligation","No, I'm not saying that","the £200 is taken back at the point at which it is charged, it's not an obligation",Greg Hands is not saying that we don't have to pay back the £200,so we can say we don't want to…if we don't want to pay it back we don't have to?,we can or cannot say we don't want to pay the £200 back and we don't have to,inference
837288,"you don't heat yourself, you don't have any heating afterwards",you don't pay it back,"you don't heat yourself, you don't have any heating afterwards",you do or do not pay the £200 back,"It's taken back at the point at which it is charged, it's not an obligation","the £200 is taken back at the point at which it is charged, it's not an obligation",inference
837326,their homes would be warmer,there would be £170 a year saved by those homes,their homes would be warmer,there would be £170 a year saved by insulated homes,nine million homes would have been insulated,nine million homes would have been insulated,inference
837369,people weren't taking it up,Ed Miliband was one of the people who undid it,people weren't taking disruptive technology up,Ed Miliband was one of the people who undid the support for disruptive technology,The Labour Party did it in the past,the Labour Party supported innovative disruptive technology in the past,inference
837389,"by definition, it's new",Disruptive energy technology doesn't have an expert,"disruptive energy technology is, by definition, new",disruptive energy technology doesn't have an expert,the innovation programmes that they put together were being run by experts,the innovation programmes that they put together were being run by experts,inference
837543,"We said, after we saw the atrocities in Rwanda, never again",Sooner or later we are going to have to say never again and actually mean it,"we said, after we saw the atrocities in Rwanda, never again",sooner or later we are going to have to say never again and actually mean it,"We said, after we saw the atrocities in Bosnia, never again","we said, after we saw the atrocities in Bosnia, never again",inference
837573,a lot of the stuff you see in the news lately is all action from the Government,thanks for clarifying what actions do need to be taken,a lot of the stuff you see in the news lately is all action from the Government,thanks for clarifying what actions do need to be taken,Sooner or later we are going to have to say never again and actually mean it,sooner or later we are going to have to say never again and actually mean it,inference
837645,there are many other towns and villages that are still under Russian control,"we're just seeing the tip of the iceberg, in terms of where the Russians have withdrawn, and then we see the complete abuse and the bodies and we hear the stories",there are many other towns and villages that are still under Russian control,"we're just seeing the tip of the iceberg, in terms of where the Russians have withdrawn, and then we see the complete abuse and the bodies and we hear the stories",That is the most important thing in this,that Vladimir Putin does not win this conflict is the most important thing in this,inference
837681,they withdraw and work out what they're going to do next,we need to make sure that we work out what we're doing next,the Russians withdraw and work out what they're going to do next,we need to make sure that we work out what we're doing next,we're at a moment where they are recalibrating,we're at a moment where the Russians are recalibrating,inference
837811,we are scared of Vladimir Putin,why we're not intervening,we are scared of Vladimir Putin,we're not intervening in the atrocities in Ukraine,what do you think those risks will be,Dan Hodges thinks risks of not intervening in the atrocities in Ukraine will be xxx,inference
837845,which is very low carbon,"Going back to the IPCC report, the answer is actually more nuclear as well",nuclear power is very low carbon,"going back to the IPCC report, the answer is actually more nuclear as well",The answer is more renewables,the answer to being green and being good for our energy security is more renewables,inference
837928,"Every time he's on television, he's begging us to help",I so feel for President Zelensky,"every time President Zelensky is on television, he's begging us to help",AudienceMember 20220407QT16 feels for President Zelensky,The world is just sitting there looking,the world is just sitting there looking,inference
838005,is the Home Office is somehow deciding to process applications individually,"a lot of these people haven't arrived in the UK yet, even though they've got visas",the Home Office is somehow deciding to process applications individually,"a lot of these Ukrainian people haven't arrived in the UK yet, even though they've got visas","when all they've done is flee a war with, in many cases, just the clothes on their back","all the Ukrainian refugees have done is flee a war with, in many cases, just the clothes on their back",inference
838130,"you could be a family of five people, you could all apply for visas, your four-year-old child could get the visa approved",that means nothing if the rest of you can't get a visa,"you could be a family of five people, you could all apply for visas, your four-year-old child could get the visa approved",that means nothing if the rest of you can't get a visa,is the Home Office is somehow deciding to process applications individually,the Home Office is somehow deciding to process applications individually,inference
838113,"Incredible and gripping accounts by journalists, really helping to document what has happened in real time",I want to praise actually the journalists there on the ground,"incredible and gripping accounts by journalists, really helping to document what has happened in real time",Greg Hands wants to praise actually the journalists in Ukraine there on the ground,"that he be made accountable for the absolutely appalling crimes committed by him, his coterie and his armed forces","the most important thing here is to make sure that Vladimir Putin will be made accountable for the absolutely appalling crimes committed by him, his coterie and his armed forces",inference
838165,"Both in terms of providing help, in terms of humanitarian aid, the UK is the largest bilateral donor to Ukraine","if you listen to the Ukrainians, if you listen to President Zelensky, if you listen to who the Ukrainians say is most on their side, the name of Boris Johnson and the UK Government crops up very, very frequently","both in terms of providing help, in terms of humanitarian aid, the UK is the largest bilateral donor to Ukraine","if you listen to the Ukrainians, if you listen to President Zelensky, if you listen to who the Ukrainians say is most on their side, the name of Boris Johnson and the UK Government crops up very, very frequently",in answer to the question earlier about our Prime Minister,in answer to the question earlier about our Prime Minister,inference
838206,"A big amount on the humanitarian side, in terms of the weaponry that is being provided","Both in terms of providing help, in terms of humanitarian aid, the UK is the largest bilateral donor to Ukraine","a big amount on the humanitarian side, in terms of the weaponry that is being provided","both in terms of providing help, in terms of humanitarian aid, the UK is the largest bilateral donor to Ukraine","if you listen to the Ukrainians, if you listen to President Zelensky, if you listen to who the Ukrainians say is most on their side, the name of Boris Johnson and the UK Government crops up very, very frequently","if you listen to the Ukrainians, if you listen to President Zelensky, if you listen to who the Ukrainians say is most on their side, the name of Boris Johnson and the UK Government crops up very, very frequently",inference
838274,"almost inevitably, the RAF would end up in direct conflict with Russian forces",most military experts say it will be a dangerous course to try and enforce a no-fly zone,"almost inevitably, the RAF would end up in direct conflict with Russian forces if a no-fly zone were enforced",most military experts say it will be a dangerous course to try and enforce a no-fly zone,I actually agree with Emily,Greg Hands agrees with Emily Thornberry,inference
838294,"almost inevitably, the RAF would end up in direct conflict with Russian forces","The best thing is to do what we're doing but to do more of it, which is to arm the Ukrainian forces with equipment to be able to defend themselves","almost inevitably, the RAF would end up in direct conflict with Russian forces if a no-fly zone were enforced","the best thing is to do what we're doing but to do more of it, which is to arm the Ukrainian forces with equipment to be able to defend themselves",most military experts say it will be a dangerous course to try and enforce a no-fly zone,most military experts say it will be a dangerous course to try and enforce a no-fly zone,inference
838279,Boris with his history of getting involved with various dictators has led to things like a prison sentence extension for Nazanin Zaghari-Ratcliff,a lot of the time it's a fear of Boris's mouth,Boris Johnson with his history of getting involved with various dictators has led to things like a prison sentence extension for Nazanin Zaghari-Ratcliff,AudienceMember 20220407QT14 a lot of the time fears of Boris Johnson's mouth,I don't think it's just necessarily a fear of Vladimir Putin,AudienceMember 20220407QT14 doesn't think it's just necessarily a fear of Vladimir Putin,inference
838330,"is someone that we can particularly trust, especially given the circumstances with Partygate","That's a way without Boris going in, guns blazing","Boris Johnson is not someone that we can particularly trust, especially given the circumstances with Partygate","that's a way of helping Ukrainians without Boris Johnson going in, guns blazing",one thing that we could definitely do is accept more Ukrainian refugees,one thing that we could definitely do is accept more Ukrainian refugees,inference
838344,"I agree there's so much more that can be done to help the Ukrainian people, particularly the Ukrainian people who have already fled the country",It's not necessarily that people don't want to help,"Zing Tsjeng agrees there's so much more that can be done to help the Ukrainian people, particularly the Ukrainian people who have already fled the country",it's not necessarily that people don't want to help,Boris with his history of getting involved with various dictators has led to things like a prison sentence extension for Nazanin Zaghari-Ratcliff,Boris Johnson with his history of getting involved with various dictators has led to things like a prison sentence extension for Nazanin Zaghari-Ratcliff,inference
838398,it offers a way for Ukrainian victims to look Putin in the eye and hold him accountable for the crimes he's committed,it's important that it has to be done,holding Vladimir Putin to account offers a way for Ukrainian victims to look Putin in the eye and hold him accountable for the crimes he's committed,it's important that holding Vladimir Putin to account has to be done,"it's probably going to take years, if not decades","holding Vladimir Putin to account is probably going to take years, if not decades",inference
838565,we can still go further,we should be going further,we can still go further when it comes to sanctions against Russia,we should be going further when it comes to sanctions against Russia,"we have done better than, frankly, we have ever done before in terms of sanctions against a major economy until now",we have done better than we have ever done before in terms of sanctions against a major economy,inference
838619,Everything is taking too long,"it's a solution slightly at the moment but actually the whole thing with passports and the Ukrainian people that want to come to Britain, I think that needs to be speeded up",everything is taking too long,"closing the airspace is a solution at the moment but actually the whole thing with passports and the Ukrainian people that want to come to Britain, that needs to be speeded up","that should have been our first thing, or a lot sooner than now, that we should have done","closing the airspace should have been our first thing, or a lot sooner than now, that we should have done",inference
838690,Rishi Sunak's wife has non-domiciled status,she doesn't have to pay UK tax on income she earns abroad,Rishi Sunak's wife has non-domiciled status,Akshata Murthy doesn't have to pay UK tax on income she earns abroad,"this is a story that was broken last night, I think it was, or it was earlier today",Fiona Bruce thinks this is a story that was broken last night or earlier today,inference
838751,I remember when Emily got attacked for what her husband does in the House of Commons,it is wrong for us to be going down a road of attacking,Greg Hands remembers when Emily Thornberry got attacked for what her husband does in the House of Commons,it is wrong for us to be going down a road of attacking,nor should I,Greg Hands should not know about Rishi Sunak's wife's tax affairs,inference
838777,"Cherie Blair got quite a bit of stick, didn't she",I'm not supporting that,Cherie Blair got quite a bit of stick,Greg Hands is not supporting the stick that Cherie Blair got,"What a terrible thing to be, clearly","a judge is a terrible thing to be, clearly",inference
838900,if I'm not mistaken,her statement explains she is an Indian national,Greg Hands is not mistaken,Rishi Sunak's wife's statement explains she is an Indian national,I've not met Rishi Sunak's wife,Greg Hands has not met Rishi Sunak's wife,inference
838985,you're allowed to live in this country,you live in this country,you're allowed to live in the UK,you live in the UK,you can have any passport you like,you can have any passport you like,inference
838995,you live in this country,"you make a decision, a positive decision, am I permanent resident in this country or am I only here temporarily",you live in the UK,"you make a decision, a positive decision, am I permanent resident in this country or am I only here temporarily",you're allowed to live in this country,you're allowed to live in the UK,inference
839003,you can have any passport you like,"it's just such nonsense, honestly",you can have any passport you like,"it's just such nonsense, honestly","Which means, according to her statement, she is inevitably going to be a non-dom","it being impossible for Rishi Sunak's wife to become a British national means, according to her statement, she is inevitably going to be a non-dom",inference
839020,you're only here temporarily,you're a non-dom,you're only here temporarily,you're a non-dom,"you make a decision, a positive decision, am I permanent resident in this country or am I only here temporarily","you make a decision, a positive decision, am I permanent resident in this country or am I only here temporarily",inference
839021,you're a non-dom,you don't have to pay British taxes on all your income,you're a non-dom,you don't have to pay British taxes on all your income,you're only here temporarily,you're only here temporarily,inference
839256,"if you spent most of your life living in the UK, it stands to reason that you should be paying tax on most of your income if you're spending your spending your life here",That's why the non-dom rules are there,"if you spent most of your life living in the UK, it stands to reason that you should be paying tax on most of your income if you're spending your spending your life here",you should be paying tax on most of your income if you're spending your life in the UK which is why the non-dom rules are there,is she paying in on all her income,Akshata Murthy is or is not paying in on all her income,inference
839408,not because of his wife's tax arrangements,"The reality is, she, as I presume like all of us in this room, is paying the amount of tax she is legally required to pay",not because of Rishi Sunak's wife's tax arrangements,"the reality is, Rishi Sunak's wife is paying the amount of tax she is legally required to pay",there is clear evidence that Rishi Sunak is out of touch,there is clear evidence that Rishi Sunak is out of touch,inference
839464,you're supposed to run our countries,that's ridiculous,politicians are supposed to run our countries,not trusting politicians is ridiculous,I can't trust politicians,AudienceMember20220407QT25 can't trust politicians,inference
839473,you hear about these stories about you're not paying tax,I can't trust politicians,you hear about these stories about politicians not paying tax,AudienceMember20220407QT25 can't trust politicians,"as a young person getting into politics, it's so disappointing to hear how it's gotten","as a young person getting into politics, it's so disappointing to hear how it's gotten",inference
839561,we get into personalities and individuals,we lose the plot,we get into personalities and individuals,we lose the plot,It's so disappointing,Akshata Murthy not paying tax on the majority of her income is so disappointing,inference
839562,it just becomes political ping-pong,we lose the plot,it just becomes political ping-pong,we lose the plot,we get into personalities and individuals,we get into personalities and individuals,inference
839650,lots more families want to go abroad,then things start to fall apart,during Easter lots more families want to go abroad,after an event like Easter things start to fall apart,"then you get a little thing happen, like Easter","then you get a little thing happen, like Easter",inference
839687,P&O is part of this too,you get P&O,P&O is part of the problem of the deal with the European Union,after an event like Easter you get the situation with P&O,then things start to fall apart,after an event like Easter things start to fall apart,inference
839733,We're taking action on P&O and Operation Brock,We are,we're taking action on P&O and Operation Brock,we are doing something about the problem of the deal with the European Union,stop looking into it and do something about it,the Government should stop looking into the problem of the deal with the European Union and do something about it instead,inference
839901,"it's a very dense, as you all know, a very densely populated part of the country",Kent is an absolutely vital part of the country,Kent is a very densely populated part of the country,Kent is an absolutely vital part of the country,"What I'd like in for Kent is more money for the County Council, more places where the lorries can be stacked up other than on the roads","Justin Welby would like in for Kent more money for the County Council, more places where the lorries can be stacked up other than on the roads",inference
839908,That is a very serious matter for a company,we're investigating whether they have created criminal offences,having possibly created criminal offences is a very serious matter for a company,we're investigating whether P&O have created criminal offences,we're taking action on P&O,we're taking action on P&O,inference
839921,"so they've got toilets, so they've got water, so they've got food.","decent provision for those who are stuck in their cabs of their lorries, for a week at a time","so they've got toilets, so they've got water, so they've got food.","Justin Welby would like decent provision for those who are stuck in their cabs of their lorries, for a week at a time","What I'd like in for Kent is more money for the County Council, more places where the lorries can be stacked up other than on the roads","Justin Welby would like in for Kent more money for the County Council, more places where the lorries can be stacked up other than on the roads",inference
840035,They need extra resources,We have to look at local communities and support them,local communities need extra resources,we have to look at local communities and support them,it does need support on that,traffic does need support on that,inference
840040,You find absolute chaos in towns near the main roads,it does need support on that,every time bad traffic happens one finds absolute chaos in towns near the main roads,traffic does need support on that,People take different routes,every time bad traffic happens people take different routes,inference
840058,the basic principle is you pay for the benefit of living in the country to which you belong,There needs to be a real look at our tax system,the basic principle is you pay for the benefit of living in the country to which you belong,there needs to be a real look at our tax system,they don't pay tax on that,companies don't pay tax on that,inference
840072,I couldn't get a job here,"When I first started work, because I couldn't get a job here, I got a job in France","Justin Welby couldn't get a job here, in the UK","when Justin Welby first started work, he got a job in France",the basic principle is you pay for the benefit of living in the country to which you belong,the basic principle is you pay for the benefit of living in the country to which you belong,inference
840136,"it is an old established rule and a very good one, that you should not pay more tax than you are obliged to pay",No,"it is an old established rule and a very good one, that you should not pay more tax than you are obliged to pay","no, the Chancellor's wife shouldn't be paying tax on her income here","That sounds to me like you're saying, even though you don't want to get drawn into personalities, that you think the Chancellor's wife should be paying tax on her income here","that sounds like, even though Justin Welby doesn't want to get drawn into personalities, that he thinks the Chancellor's wife should be paying tax on her income here",inference
840174,they charge it from Luxemburg or somewhere,they don't pay tax on that,companies charge it from Luxemburg or somewhere,companies don't pay tax on that,"of companies, that you can buy something here and they make the money here","of companies, that you can buy something here and they make the money here",inference
840193,she has done,I'm not criticising her at all,the Chancellor's wife has fixed her tax affairs legally,Justin Welby is not criticising the Chancellor's wife at all,"It's a very old rule, to fix your tax affairs legally","it's a very old rule, to fix your tax affairs legally",inference
840249,anybody should be paying for the disruption that you're all experiencing,it should be P&O,anybody should be paying for the disruption that you're all experiencing,the one who is paying for the disruption should be P&O,I hope they win,Dan Hodges hopes the Government wins the case against P&O,inference
840256,it should be P&O,I hope they win,the one who is paying for the disruption should be P&O,Dan Hodges hopes the Government wins the case against P&O,I hope they do,Dan Hodges hopes the Government takes P&O to court,inference
840308,I don't think enough has been done to provide any contingency plans,this has been going on for a long time,not enough has been done to provide any contingency plans,the disruptions have been going on for a long time,I really don't think this is just a recent P&O issue,the disruption isn't just a recent P&O issue,inference
840425,the Government didn't even give the right postcode to where those lorries should go,there's a lot of work to be done,the Government didn't even give the right postcode to where those lorries should go,there's a lot of work to be done,this is not new at all,backed up lorry drivers is not new at all,inference
840788,Just think about how bad air quality is going to get if every day you have vehicles sat in traffic running exhausts three to four hours a day,They don't want their homes to be turned into gigantic carparks and they don't want to see the long-term consequences of seeing that happen,the air quality is going to get worse if every day you have vehicles sat in traffic running exhausts three to four hours a day,people don't want their homes to be turned into gigantic carparks and they don't want to see the long-term consequences of seeing that happen,people need infrastructure and they need support,people need infrastructure and they need support,inference
840808,Just think about how bad air quality is going to get if every day you have vehicles sat in traffic running exhausts three to four hours a day,They don't want their homes to be turned into gigantic carparks and they don't want to see the long-term consequences of seeing that happen,just think about how bad air quality is going to get if every day you have vehicles sat in traffic running exhausts three to four hours a day,people don't want their homes to be turned into gigantic carparks and they don't want to see the long-term consequences of seeing that happen,people need infrastructure and they need support,people need infrastructure and they need support,inference
