sentence1,sentence2,label
"drinks getting spiked happening in big nightclubs, in crowded clubs the venue owners and the venue managers should have a duty of care towards their customers",Heather McGregor applauds the people that are boycotting some of these places because of a lack of care by the venue managers,no_rel
"to Richard Walker as a patient it doesn't feel right, he's really quite nervous, about the lack of face to face contacts with GPs from the lack of contact GPs might therefore be  missing the nuances, the small things that potentially you can only get from a face to face consultation",GPs are under enormous workload,no_rel
"Lisa Nandy recognises that the government in Westminster has failed to stand up for people and that has to change the idea that in the middle of a global pandemic, after years and years of division we find multiple ways to divide ourselves from each other over recent years, that what we should be focusing on is yet more division, yet more navel gazing, when we've got serious problems to solve like the growing waiting lists, the crisis of social care and the lack of jobs in many parts of this country",focusing on more division is completely wrong,rephrase
the government acted very swiftly when the plans came forward by the bosses for the European Super League Robert Jenwick thinks that the government acting swiftly to the football pitch invasions was absolutely right,Robert Jenwick thinks fans absolutely should have more power,conflict
you have the mayor of Greater Manchester in open revolt Boris Johnson has a fight on his hand,the mayor of Greater Manchester being in open revolt is not good for Boris Johnson,inference
"AstraZeneca and the Oxford scientists who developed it specifically made sure that AstraZeneca was a cheap vaccine that could be used by all parts of the world, all over the place we did have any spare, by the way",Claire Fox would want to give it to those countries a lot poorer than those in the European Union,inference
"Devi Sridhar doesn't understand why it's so much cheaper and simpler to fly across the country than it is to take trains it's so expensive, it's much cheaper to fly than to take a train",Devi Sridhar doesn't understand why it is so much cheaper to fly than to take the train understand that right now,rephrase
how many months on are we now all the variants are here,the variants are affecting people,rephrase
Susan Desouza ate at 22 restaurants in August alone Susan Desouza single-handedly propped the whole thing up,the first week Susan Desouza only ate out three times a week,no_rel
"it would probably help Plaid or the Green Party or someone more like that, at the moment Adam supported reducing the voting age to 16",supporting the reduction of the voting age to 16 is or is not because Adam Price thought he'd get more votes that way,rephrase
Jonathan Ashworth was lucky to watch Leicester City win at the Cup final Jonathan Ashworth was the Leicester MP,we had to be tested and we had to be tested before we went,no_rel
"Andrea tried to look at the self-employed version of the furlough scheme, that is not applicable to her there is absolutely nothing applicable to Andrea","there is huge amounts of talk within the Conservative government about supporting small actions, about trying to get small industry, crafts people going and get creative in there",no_rel
"we should follow the protocol and standards in South Korea who had experience with MERS and SARS had we just copied South Koreas best practices we would be well on our way, whether it is the United Kingdom or the United States","South Korea, 20 COVID deaths per million on a per capita basis",inference
Westminster is party first people switch off from Westminster,we come at it in a different way,no_rel
"one of the reasons why we have put Foreign Office, Home Office, and Ministry of Defence staff forward into Kabul is to make sure that people who would wish to do us harm are not using the current circumstance to insert themselves into the UK Afghans who would wish to do us harm using the current circumstance to insert themselves into the UK would need investigation",the Taliban just won a war,conflict
Claire Cooper was talking about her question of well being of children children miss their friends,children miss that social interaction,rephrase
"it is good to have that light at the end of tunnel, when you are putting up your Christmas decorations one can think there will be an end to covid disruption because the vaccine is coming","the scientists have been clear in the press conference with the prime minister, rolling out vaccination programs is going to be very challenging logistically",no_rel
xxx made the accusation of Boris Johnson didn't pay for the work on the Downing Street flat straight away as improper behaviour Boris Johnson not paying for the work on the Downing Street flat straight away was taken so seriously,Boris Johnson didn't pay for the work on the Downing Street flat straight away,no_rel
"the players and the staff filling in any symptoms is as efficient a way of catching the disease early sometimes there’s testing, where there can be a lag between the time people test and testing positive",developing these apps is extremely complex,no_rel
people were waiting a long time for appointments and operations before COVID hit many people were just getting ready to go into hospital for urgent operations,many people were just getting ready to go into hospital for  hip replacements,rephrase
the government seems to be repeating the same mistakes throughout this challenge we saw that sometimes the rhetoric is running ahead of the reality on testing,the first mistake the government is making is that sometimes the rhetoric is running ahead of the reality,inference
you do or do not actually change people's lives you can or cannot prove it through the data afterward,the public doesn't oppose foreign spending,no_rel
"we've just seen a Labour campaign which has completely neglected even least big issues in Scotland on the constitution here in Scotland, seeing the Labour Party get its worst result, would be two of the fundamental flaws that we see at the heart of the Labour Party","Lisa, the last few times you appeared on this programme you were speaking from your attic",no_rel
at the moment many people are on the phone for at least an hour to get through to a numerous people while they're ill on the phone people are waiting outside to get into hospitals,the services at the moment are not fit for purpose,inference
it surely would be more helpful to send vaccines over to the most vulnerable in other countries they would benefit everybody,we are not vaccinating 12-year-olds now,no_rel
Paul Polman's daughter-in-law is a lawyer in London Paul Polman's daughter-in-law having to deal with people using racist words towards her every week is totally intolerable,Paul Polman's daughter-in-law deals with people using racist words towards her every week,rephrase
"you have a number of people in Scotland, a sizeable number of people, who are deeply unhappy with the status quo a number of those people want to see Scotland leave the United Kingdom","it's incumbent on all political parties, including my own, UK-wide parties, to show that by being in the United Kingdom Scotland is better off",no_rel
what AudienceMember 20210318QT19 would say is there is no idea whether the Royal Family are racist the matter is that the Royal Family have come across as racist,it is just that one member of their family seems to be racist,rephrase
that we simply didn’t have the resources to carry on doing contact tracing is the truth of the matter Vaughan Gething wishes we’d had greater capacity at an earlier point in time to allow us to make a different choice,we made choices with the facts available to us,no_rel
it is just a matter of time before the UK is in lockdown each country is different,we need to carefully balance the right approach for our country,rephrase
Mehdi Hassan does or does not think we are more or less safe we are less safe is because of the failed war itself - 20 years of failures,we are less safe,inference
"without a bit of help, 70% of these theatres will be closed by Christmas and won't be able to reopen Southall theatre management has gone into liquidation",Enough field theatre has gone into liquidation,rephrase
the vaccines are then hard to manufacture then the vaccine arrives and you have to keep it at -70,"the vaccine isn’t a chemical that’s made, it is biological",inference
Daisy Cooper is right we have child poverty increasing and children going hungry,the country is in crisis,inference
there was a real need to degrade the capability of Al-Qaeda those decisions were flawed in that there was no real understanding of the complexity of what then had to come next,the current situation has long and deep roots,inference
it may be the West has to spend more money to assist those countries to go to net zero the second problem we come up against is internal,the problem is to do with the cost of us at home of going green,rephrase
"the knowledge that there will be a vaccine by the spring is why you saw these astonishing moves in the stock market on Monday effectively all the companies geared into the return of normal life, airlines, pubs, etcetera, went completely","all the stocks geared into the nightmare we live now, working from home, etcetera, fell significantly",rephrase
these are very difficult moments for all of us Robert Buckland doesn't pretend dealing with COVID is easy,"there will be other occasions people will say hold on, why does it seem so contradictory",no_rel
Rocco Forte has hotels in this country or not there are a number of aspects to hotels opening and so on,a lot of hotels in this country depend on international travel,rephrase
"one of the most frustrating things about this discussion is the fact that what's possible here is the possibility of a better quality of life for all of us this is about the possibility, for example, of having every single home properly insulated","this is about the possibility of having a proper house by house, street by street locally authority led programme that creates millions of jobs",rephrase
Lisa Nandy's cousin is a farmer to have to slaughter perfectly well animals in the middle of a pandemic when we have seen food shortages,Lisa Nandy knows how tough it is to have to work in that industry all year round with all of the pressures that are on people,inference
"Donald Trump was moving the goalposts as the facts are changing, you change your opinion",Anthony Scaramucci could no longer accept this sort of behaviour from Donald Trump,inference
Anas Sarwar will or will not challenge the two-child policy cap or the rape clause Keith Brown is honestly going to be asked about cancer and XXX,Keith Brown is honestly going to be asked about cancer and talk about independence,rephrase
Glasgow is the greatest place in the world Anas Sarwar loves the city of Glasgow,Anas Sarwar is proud to represent Glasgow,no_rel
we are leaving out to dry everything that's linked to the travel sector hundreds of millions of pounds worth of business being lost over the past 18 months in the travel sector,we are almost at breaking point,inference
there's been a lot of unfair criticism to the Government on -- by some of the panelists here and some of the other viewers this is an unprecedented situation,the Government should be applauded for the furlough scheme they have done,inference
Andy has or has not worn a mask yet Andy has not been out very much,Andy has not worn a mask,inference
the narrative given by other parties and by the media is not what Paul Scully want us to hear this is Paul Scully's story as well,Paul Scully needs to be let off,no_rel
the warm home discount will give pensioners and families on low incomes £150 off their fuel bills xxx is why Nadhim Zahawi thinks that the government spending is not cutting through to people,Nadhim Zahawi can list the pollees,no_rel
average wages have skyrocketed there are lots of problems with worker shortages,the flipside of worker shortages is that wages are going up,conflict
we're saying now that we need to prevent international travel from any country into Scotland because the UK government won't go far enough,that means we do have to look at what our options are in the land border,inference
we killed more civilians than the Taliban we killed more civilians than the Taliban does not act as a recruitment arrangement for terrorist groups,"we killed more civilians than the Taliban doesn't embolden terrorism sitting in a Muslim country for 20 years, killing civilians intentionally or unintentionally",no_rel
people are coming forward to be vaccinated everybody is participating,"in the same way that with social distancing, everybody participation in vaccination is something we all need to do",rephrase
Nelufar Hedayat is not saying they shouldn't bring 5000 people over from Afghanistan to UK the next year 5000 is how many we expect to bring over from Afghanistan to UK the next year,that number of 5000 means xxx,no_rel
support has been generous before next Wednesday some firms will take a decision to pack up,"Grant, the government tries a bit harder to get inside the business decision-making of firms",inference
Nadhim Zahawi is new into the post as Education Secretary Nadhim Zahawi could not be worse than his predecessor,Lisa Nandy was extremely pleased to see Nadhim Zahawi in the post of Education Secretary,inference
"in 2018, the Government did mandate that, for developments above a certain number, communities need to be consulted the mandate from the government, that for developments above a certain number communities need to be consulted, is a welcome change",there is something more pernicious that has been happening in the reduction of the social housing stock for a while,no_rel
Rina knows we were flooded with pictures with it Maybe when the cameras went in and out of care homes would they be flooded with as many pictures with people dying in care homes horrenously,There is no winners in this,inference
following basic precautions is the least we can do for the sake of the NHS following basic precautions is the least we can do for the sake of our nurses,following basic precautions is the least we can do to protect lives,rephrase
"rough sleepers are going on the streets in addition to the issue of rental properties, it is about building a sustainable housing market",building a sustainable housing market is fundamental,rephrase
"we thought the terror threat would go up and not down Mehdi Hasan wishes we could have been wrong about that the war would be a Vietnam-style quagmire, tens of thousands of civilian casualties, and the terror threat would go up and not down","sadly, those of us who warned about that the war would be a Vietnam-style quagmire, tens of thousands of civilian casualties, and the terror threat would go up and not down turned out to be right",no_rel
more and more people are voting Conservative Labour win,we'll know in a few hours if Labour win,rephrase
we have a situation here where we have to look at the process you look at the process that Owen Paterson went through,"if that came to Paul Scully as a constituency MP with someone in a different set of circumstances, when he was talking about the fact that it was 17 months, he had 17 witnesses, none of whom were questioned",no_rel
"some of the metrics set down were not met Bin Laden was killed, ten years after we innovated in a whole other country",we were told the Taliban was toppled,no_rel
contracts should not be taken out on green belts there are brown belt places and places that should be knocked down and built with better houses,green belts should be protected environmentaly,inference
"if AudienceMember 20210708QT12 has to wear a mask to protect people that AudienceMember 20210708QT12 wants to interact with, because the mask doesn't protect AudienceMember 20210708QT12, it stops AudienceMember 20210708QT12 from spitting all over someone else, AudienceMember 20210708QT12 should do that the same way as AudienceMember 20210708QT12 should drive the car and not smash into people, AudienceMember 20210708QT12 should wear a mask to not give them a disease","if to wear a mask is what it takes to get the country back to normal, to get in-person teaching back to normal, to get small businesses, to get the hospitality industry, to get performing arts, to get everybody back to normal, we wear a mask",inference
this track and trace has the ability to close Jeanette's business down every single week Jeanette doesn't know what she is going to do,Jeanette doesn't know what to do,rephrase
Victor Adebowale really does understand the pressures surrounding the football match Victor Adebowale can see the pressure surrounding the football match,the pressure surrounding the football match is to find a balance,rephrase
anybody has or had not considered the thoughts and feelings of this man's family anybody has or had not thought about feelings of this man's family,five investigations that have been failed,no_rel
"the new crime bill the Government has announced is a deterrent there's no deterrent there if it's a 2, 3, 4% of cases",the new crime bill the Government has announced doesn't matter,inference
Kate Forbes has or has not got any concerns about hugging people Kate Forbes can't wait to give people hugs,Kate Forbes is a big fan of the side hug,rephrase
too much of our politics is about othering communities too much of our politics is about dehumanising other people,too many of our politics is about creating divisions amongst ourselves,rephrase
2.5 per cent being the percentage of the people in the UK who voted for SNP is not a democratic figure for saying that they should have the right to break up the union forty-nine per cent is not a total majority,you were assuming that every single person who voted for the SNP was in favour of independence,no_rel
"the failure to plan for what came next after our exit strategy was one of those mistakes we have raised the mistake of failing to plan the exit strategy repeatedly in the House of Commons, and with ministers over recent months",those failures were political and strategic,no_rel
the reality is we are in the situation in England where the government has lost control of the virus the time is slipping away from the government to actually take this measure and getting a circuit break in place,time is running out for the government to try and get back in control and get back on top of testing and tracing,rephrase
Steve Parish is pleased today that people are adapting to Google and Apple technology Steve Parish would hazard a guess that Google and Apple might be better at producing stuff than people in our government,let’s hope that we can all get together,no_rel
Lucy Frazer went to one of the schools in her constituency and she said I want you to ask me loads of questions about being an MP but do you mind if we spend the first minutes talking about mental health because I want to ask you the questions we're studying everybody wanted to talk about mental health,we spent the whole session on mental health,inference
they have the legal right to inspect every sausage they probably have the legal right to open every packet and inspect every sausage,that is not reasonable,conflict
"there’s some facts to deal with in Liz SavilleRoberts argumentation test results in Wales, over 90 per cent of the people get their test results within 48 hours",Wales having a peoblem with late test results simply doesn’t match the facts,rephrase
"Rachel Clarke,as a doctor, thinks that is a reprehensible position the tier of people we say are worth saving and the tier we can just do without and expend",it divides British society into two tiers,inference
the key thing is fire doesn't discriminate fire safety is a lot more than just cladding,there's a lot of fire safety defect that these buildings have,rephrase
the vaccination programme has really done a fantastic job in reducing deaths the disease is not killing people too much any more,we have a chance to liberate things,inference
Mark Harper was saying that November the difference from November is that we have a successful vaccine,"the only piece of information that we learned this week that we didn't know when we were going to unlock on 21 June is that the vaccines are fantastically successful, including against the delta variant",rephrase
Iran has been held down by Trump Joe Biden is almost backing out of being a decent ally to Israel,any responsible world leader should be backing away from a country which is only trying to defend itself in the face of a threat which is a total threat,rephrase
"ultimately global co-operation is in our own interests, in terms of the safety of our own communities we were just talking about importing new variants","so to not vaccinate everyone here, vaccinate some people here, all the adults, and then start sending abroad",rephrase
we’ve had some of the worse excess death rate in the world neither Boris Johnson nor Nicola Sturgeon has done as well as they needed to for our country and nor as other countries have done,"now we’re headed for the worst financial recession, economic recession, certainly in Europe",no_rel
"testing a couple of options, seeing which one progresses best, seeing which one works and then investing your time and effort in the better performing one of those options is not a U-turn finding the test and trace option that works the best is why it was tested on the Isle of Wight",we learn from the experiences we gained on the Isle of Wight,rephrase
when the food prices rise and it is a case of inflation the cost of living will continue to increase,the majority of people who will get a wage increase won't feel it,inference
90 percent of the over 70s have been vaccinated. 50 percent of the panellists in this room have been vaccinated What it is that politicians are trying to encourage,"We weren't ready for Covid-19, we weren't ready for lock down and we have to be ready for life after lock down",no_rel
"the first reason why it is not such a great surprise is that we've had a suspension of normal politics for the 13 months of Keir Starmer's leadership and, indeed, a few days before in December 2019 people said they wanted to get Brexit done",Brexit is the most colossal foreign Policy blunder in the post-war period,conflict
it keeps the conversation going then people should keep taking the knee AudienceMember 20210805QT23 is all for taking the knee and it should reach the point until it is acceptable,Fiona Bruce couldn't tell which bits of AudienceMember 20210805QT23's argument AudienceMember 20210805QT24 was agreeing with,no_rel
xxx is where  this drug is xxx is how they are getting the drug,we also have to look at where the drug comes from and how people are getting it,rephrase
SAGE's system not being able to be certain about where people contract COVID goes for hospitality as well as anywhere else AudienceMember 20210819QT18 supplies food to the hospitality industry,we are the largest in Scotland and part of the supply chain to hotels and restaurants,rephrase
we wiped off something like £150 billion last year off of the UK's economy travel was shut down,"the wellness and mental health of that well-earned holiday in the sun, a week abroad, is something to aspire to",no_rel
"unlikely to vote if you have voter ID is xxx eleven million people are unlikely to vote if you have voter ID, right",the peaople unlikely to vote if you have voter ID are xxx,no_rel
lots of schools are not planning to go ahead with the 1st June opening parents are supposed to make xxx of a number of schools planning to go ahead with 1st june openings and lots of schools not planning go ahead with 1st June openings,some parents are or are not less risk averse,no_rel
Rory Stewart should stop putting words in Mehdi Hasan's mouth there were people saying we would build a Switzerland in central Asia,there were people saying in 2008 that the whole thing with Afghanistan was terrifically successful,inference
closing borders now is too late there was a study by Aberdeen University which showed most of the deaths happened because of the inward variants coming in to Scotland and the rest of the United Kingdom,"it seems, again, where both governments have been too slow to react",inference
there will have been different experiences for different students it will be a different experience depending what university the students are at and what they do,Liam Haligan did two degrees,no_rel
when you cut the budget by 50% you are talking half the water out of the bucket and expecting them to put out a bigger fire cutting budget by 50% is not going to work,we do need to look at the resources,no_rel
it was a national effort to get there at the other end of this crisis we can see that now we don't complain,Fiona Bruce is not entirely sure that answers the question about why the government think there were no shortages,conflict
they can do what they want Gillian Keegan thinks it is or is not symbolism more than action,Gillian Keegan thinks it is symbolism more than action,rephrase
"16 and 17-year-olds, they've got a lot to say, and they are differing opinions 16 and 17-year-olds should have that opportunity to vote",the option for 16 and 17-year-olds to vote should be there,rephrase
let's keep on getting as many second jabs in arms as possible Robert Buckland accepts there might still be people who aren't eligible by 19 July,Robert Buckland wants to take issue with Kate Andrews' point that we are trying to create a two-tier society,no_rel
"5,000 in the first year, up to 20,000, that number is or is not supported Lisa Nandy is really glad the government has changed tack from the weekend when they seemed to be suggesting they didn't want to offer any assistance at all","now, the Home Secretary had a different line this morning",rephrase
a lot of people will be frightened to travel people do need to exert their freedom at this point,people should be able to weigh up risks,inference
countries can't completely seal themselves off countries that stopped flights delayed the entry of the Indian SARS-CoV-2 variant,the problem we now have is twofold,no_rel
we've got children additions and allowances we've expanded the working allowance,we've introduced healthy start vouchers and increased the amounts of money that goes for children costs being covered up from 70 to 80 per cent through the universal system,no_rel
"having to deal with talking about least worse as if we’re talking about choosing a television host instead of a leader of the free world is a horrible position for us to be in Bonnie Greer thanks people for what they're doing on the right for helping getting Joe Biden elected, but it’s a mess","having to deal with talking about least worse as if we’re talking about choosing a television host instead of a leader of the free world is a terrible, horrible mess",rephrase
"being kind when it comes to situations concerning mental health is a genuine human thing to do the sport, like every other profession, can identify individual people based on individual discussions and informative exchanges to people who just need to quietly be let off the hook on one or two things",we can identify people who need to be quietly let off the hook in a sport with the resources that tennis has,rephrase
Benjamin Zephaniah is not taking issue with what was just said Jeremy Corbyn was really demonised,interviewers want to make Jeremy Corban out to be an odd ball character,rephrase
Ian Blackford applauds the fact that so many in the care community have taken the vaccine so we don't face this problem you look at everything that has happened over the last while,the unlocking has been put back a few weeks,rephrase
"it was last week that Brandon refused outline, the criteria that needs to be met for a border poll Brandon can or can not explain what evidence brought him to the conclusion of refusing outline, the criteria that needs to be met for a border poll",Philip Unknown would like to ask the Secretary of State of Northern Ireland why he is not advocating and actually giving us examples of what the British government will do to promote the union,no_rel
"as Fiona Bruce says, there's been some sort of quarantine centres or interim places to go the reasons for what is happening in care homes are not quite as clear-cut as sometimes people are assuming",the situation is not exactly clear,inference
Naomi Osaka has always hated public speaking Naomi Osaka is 23 years old,lots and lots of people watching or on the panel will have had mental health problems or know people who have had that,no_rel
we cannot take food supply for granted we cannot take energy for granted,they have to have a long-term approach and long-term investment and a will from government to work with business,inference
the secretary general called the situation Code Red we all have to have a long discussion if these commitments are serious or not,the emerging markets are asking for an annual review,rephrase
"the teacher's unions, head teachers and parents did succeed in sending people back to school how innovative the teacher's union suddenly became",the teacher's union invented new ways of going to school,rephrase
"this is a prime minister who lies systematically the problem is the judge, jury, and court is all the prime minister",there's no way of holding the prime minister to account,inference
you need 2 million loaves if there's going to be a million bought what's going on here is people are sitting centrally saying we have enough stock for what the country needs,enough stock for the country doesn't mean every hospital has enough supply,rephrase
the US withdrawing left the UK in a difficult position Lisa Nandy acknowledges and respects that the decision by Joe Biden to put a firm end date of the withdrawal obviously to motivate the Taliban,Joe Biden's firm date of the withdrawal give the Taliban a signal they could advance across the country,inference
"in 2014 we were told once in a generation, once in a lifetime vote we have to vote now","the time for the referendum is not now, everyone knows that's obvious",conflict
you have to get it right that women are not taken seriously by public services you have to get it right that women that are raped are not taken seriously by public services,you have to get it right that girls who fear rape are not taken seriously by public services,rephrase
Scotland cannot be seen to be overly encouraging joining the EU if Scotland do they're going to have it in the neck from the countries that are within the EU at the moment who have challenging separatist movements that the EU need to not be stoking,it's a very interesting point,no_rel
Ian Blackford is deeply worried what the Australian trade deal means for farming Ian Blackford is deeply worried what the Australian trade deal means for crofters as well,we shouldn't just be thinking about the Australian trade deal,no_rel
Jeanette has various people going out to clean people's houses the compensation package is going to be xxx,the compensation that will there be for them is xxx,rephrase
"the Labour Party kind of look at opinion polls and say, oh, young people are all very radical, they'll vote for us in the end at the Scottish independence referendum many of those young people were independent and didn't actually vote for independence and thought for themselves",Claire Fox rather enjoyed it in the Scottish referendum when the SNP deployed a similar tactic,inference
"there's only really two numbers that are important here and that's jab one and jab two we had the first lockdown we had that and we saw the numbers decline, then we opened up a little bit, the numbers went up again","we had the second lockdown, the numbers declined, we opened it up again, the numbers went up again",rephrase
"evidence shows the more we cut down rain forests, the more we come into contact with animals that don't want to come into contact with us the animals know better",we cut down the forests,no_rel
politicians can't go back to arguing with each other politicians can't go back to those old arguments,politicians can do something different than coming back to the old arguments,rephrase
Lisa Nandy is not trying to prejudge any legal action in this case people who allege abuse don't have access to people in power,"all of that makes it far, far more important that people who are in positions of power adhere to the highest possible standards in these cases",inference
Female Aud3 and her husband have been in shielding since obviously 23 March Female Aud3's husband part way through shielding went onto kidney dialysis,the shielding group,no_rel
we need some investment in the railway and efficiency the private companies that run the rails always seem to be asking the government for handouts,it just makes sense to Steve Unknown to cut out the middle man,inference
a billion pounds of extra spending is to make sure that we increase the spending on the NHS a billion pounds of extra spending is for the mental health spend of £400 million,the two and a half billion pounds on top of that billion is for the NHS,no_rel
others are not selling the vaccines at cost we are seeing pictures of cremations taking place in streets and car parks,what we are seeing in India is desperate and heartbreaking,inference
we are kind of having such unfair treatment across all sectors a loft of these counsels are holding on to the money and it is not coming down to small businesses,devolved governments are getting more money than some businesses in England,inference
the situation with the truck drivers became very difficult we still have the situation with the truck drivers affecting us and the drivers of the petrol tankers,the whole idea of Brexit was that we could control who we want to come in,no_rel
James Graham doesn't know how you would legislate for the wearing of a mask Andy Burnham believes xxx on the discussion about face coverings or face masks,Andy Burnham thinks the UK governement are going to have to work quite hard to build confidence in the public to go back into the industries and support the cultural venues and restaurant and bars,rephrase
"until we get the infected number down similar to the levels we started with, the pandemic is not going to come under control we do need to get on top of the second wave and urgency does matter",we just have to get on with it,no_rel
"the COVID support can't go on ad infinitum as we move out of this period next week we'll be in Birmingham, with Wes Streeting from Labour, and the former inhabitee of Love Island, Amy Hart","the following week, which is the 7th October, we'll be in Aldershot and comedian Rosie Jones will be on the panel",no_rel
"you've got to calibrate which is your point of focus we want to transition the economy to a high wage, high skill economy as Wheelmore are doing",one of the big distribution centres in Manchester is going from a warehouse with no automation to a warehouse with automation,no_rel
that means there are millions and millions of people who could be infected by this virus many infected by the virus will be younger,"death rates should be much, much lower",inference
"we have to find some way of handling that an example is the disappointing statement by Indonesia on deforestation, where it said it would be unfair to expect us to keep to these limits","when rich countries have developed so fast, why should they limit themselves",rephrase
the Conservative Party should have been wearing masks all the time as an example the Conservative Party are finally catching up and now they're all wearing masks is the example that's important for the people,that's what Parliament is supposed to do,no_rel
the reality is Andrew Davies supported austerity for ten years the Treasury are only going to fund one per cent pay cap in Wales,the Treasury funding one per cent pay cap in Wales has got real consequences not just for health and social care workers but actually for wider public finances and our ability to support businesses as well,inference
they haven't done anything wild cat about independence the people who should decide if there's a referendum are the people of Scotland,trying to stop parliament from meeting is pretty wild cat to Keith Brown,inference
Ian Blackford can do xxx as the Scottish government to change the attitudes of police Scotland of course the lack of change in attitudes of police Scotland needs to be addressed in the Scottish Parliament when it relates to Scotland,"as far as Westminster is concerned, we have the Select Committee",rephrase
there are other parts to catch-up tutoring programmes are part of catch-up,mentoring programmes are part of catch-up,rephrase
it is not as simple as the government have played divide and rule and hoodwinked the working class into voting for them the Labour Party is very much stuck in the past,"there is a real identity crisis for the Labour Party, for many reasons",inference
this is one Conservative government putting right something that was done wrong by a previous Conservative government under John Major John Major was the one obviously that created the franchises,John Major created Network Rail,rephrase
"younger people are still at school, they're dependent and they're consequently not seen as autonomous in the usual way that we understand that politically the Labour Party kind of look at opinion polls and say, oh, young people are all very radical, they'll vote for us",probably the Labour Party hope that they will benefit from having these young people vote for them,inference
"rent regulation is sincerely another point that the Government need to look into another important consideration here of course is that the same city that the development, the billion pound development, was approved in was the same city that three years ago had the Grenfell Tower tragedy",the Government is actually going to act and protect people in this tower block housing at xxx,no_rel
"it's hypocrisy that UEFA can come here from any country in the world yet we can't go as supporters to any other part of the world 250,000 children missed school last week because of Covid-19 related stuff","the vast majority of the 250,000 isolating children have not got Covid-19",conflict
debate the issues of Scottish independence debate the substance of the question of Scottish independence,don't just keep saying no to the people of Scotland,rephrase
"when you are a parent and you think that your kids are the best and the cutest, you don’t tell all the other parents you have the best and the cutest it seems crass to say we’re the best country",it seems crass to say that we are a great country,rephrase
hug your dad hug the people who are close to you and your family,hugging is fantastic,no_rel
whether it was swine flu or SARS Asian countries are probably ahead of the curve because they have gone through pandemics previously,so Asian countries have been able to adapt technology,inference
that's why they are doing all the things they are doing right now we do not know for sure how effectively the vaccine is on transmission,the vaccine isn't a magic bullet,inference
the Collins review does say the scarring effect would be 100 billion out of our committee we don't go forward,this is young people who want more money to be put into education,no_rel
"no, Arlene Foster did not describe the renegotiated protocol as a serious and sensible way forward when we were saying in 2019 that it was important that the Northern Ireland assembly had a say in those matters",Arlene Foster does not think she described the renegotiated protocol as a serious and sensible way forward,inference
unvaccinated children would be able to go abroad with their families on this scenario because xxx there's lots of questions here to get to the bottom of,the decision here is the big issue is about our travel industry,no_rel
Audience Member thinks the handling of the pandemic has shown there will be divides after it's over we don't have the flexibility up here to do a lot other than what we're getting from Westminster,we need to take control of our own destiny in some ways and look after our own affairs and not be cowtowing with Boris Johnson about all these topics,inference
we want to solve climate change we've been decarbonising faster than any other country in the G7,solving climate change is something that this government is passionate about doing,inference
we need initiatives like allowances the measures that the Chancellor has put in were required,the measures had to be done very quickly,inference
the white members of the team have stood behind their teammates and they stood together Andy Burnham takes inspiration from the next generation in this country who he doesn't think see people in the same way,we need to take inspiration from the next generation who don't see people in the same way,rephrase
Robert Jenrick does not think that John Bercow is fair John Bercow is not fair as there are some things that need to be ironed out,Brexit will require diplomacy and good relations with our neighbours,no_rel
Republicans saw getting vaccinated as being a political issue this is the one case,Frank Luntz understands that you want to be in government and you want to keep government,no_rel
"we should use tax money from online companies to get people back to work looking at the Lib Dem's manifesto, as far as Fiona Bruce could see it's not really costed at all","no, we have costed our manifesto",conflict
we started off with apprenticeships under David Cameron and 2.5 billion into apprenticeships in the UK we have a Skills Bill and it is about upskilling and reskilling,Boris Johnson is delivering upskill and reskill in the lifetime skills guarantee.,rephrase
"people were coughing and spluttering and sniffing Bernadine Evaristo knows people who continued to travel around London, who got the virus",Bernadine Evaristo did not take her leadership from this government,inference
there is a responsibility on all of us AudienceMember 20211111QT23 finds the way the Yorkshire cricket club handled the issue with racism -- the way it dismissed it as not a big deal,AudienceMember 20211111QT23 wants to give a shout-out to the campaign Hope Not Hate,no_rel
"we need to actually accept that sometimes it's going to be difficult sometimes the Government are going to say things that are not popular but you just want to be respected, not liked all the time",we must stop this wanting to be liked by the public,rephrase
"as far as England is concerned, we are following the advice we have been given Chris Philip is worried that there are children who are missing out on education, children particularly from disadvantaged backgrounds who are at risk of falling behind in their studies",it is really important when safe to get children back into school for exactly the reason that Claire mentioned in her question,inference
"Chris Philp is / is not confident that it will be the test, track and trace will be fully embedded by June 1st Alfie asked if test, track and trace will be fully embedded by June 1st",XXX prompted Alfie's question in the first place,inference
we know what the virus came from Madeline Grant has not seen the data that supports what the virus came from,it seems to be that the virus came from animals somehow,no_rel
"The opinion is XXX in Chris Philps crew the 25,000 people who are needed to operate the system and deliver 10,000 track and traces per day will be in place by 1st June","24,000 of those 25,000 have been recruited already and are in advance stages of training, so will be ready to deploy on 1st June",inference
Peter Openshaw desperately hopes that there will not be an issue with medicines and vaccines coming across it highlights an issue we have all been concerned about in the arena is that a lot of our medicine absolutely sure the supply is going to be uninterrupted,it would be an absolute disaster if Brexit were to cause problems with transport of medicine -- other medicine as well as vaccines,inference
Labour have said that they stand for the people who have lost out due to COVID Labour have done nothing for people who have lost out due to COVID,it is is simply not true that Labour have done nothing for people who have lost out due to COVID,conflict
we can do more with independence those things can both be true,that also doesn't mean we can't do more with the powers that we've got,inference
Fatima Bhula's view is xxx the actual trains are being run by numerous companies with different ways of running and different innovations,Fatima Bhula is not really optimistic at all,inference
