sentence1,sentence2,label
Absolutely,"I'm sure, my phone, and I'm sure everybody else here, is teeming with literally thousands of people coming through different methods trying to get out",rephrase
actually handled the coronavirus increase in the number of people who required assistance very well,I hear what Munira and others say about the trap that people find themselves in,no_rel
We need people to believe and to take the vaccine,"you’re being asked can you do it given that these freezers, you know -70, are necessary to get this distributed",conflict
the UK government really needs to redouble its efforts on two things,to continue with the pressure for a genuine peace process,rephrase
"Anneliese, Labour are supporting the government as far as the timing of the unlocking is concerned, despite the real things we are hearing",You think it is right to delay,no_rel
It’s still not there,"now we’re saying to government, I suppose related to what Dave was saying before about looking forwards, we need to have a plan for when they’re going to be able to reopen",no_rel
That's where all the redundancies are coming,"We already lost 650,000 people from the catering industry in 2020",no_rel
"Play areas, transport, food systems, agriculture, environment, to reshape their lives for the future",give them an optimism to believe that they can really cope with what's going to be thrown at us from an unstable climate as well,rephrase
we’ve heard a lot of really great points as well,I’d like to maybe bring in a timely example,no_rel
those are all things we can do something about,let's also look at the bigger picture and look at restructuring our economy,inference
I’ve got my own problems on this side of the pond,what we find in our society is that we have to break down the systemic and institutional racism,no_rel
No,I want us to start that work straightaway in terms of building that capital infrastructure,no_rel
"it's 270,000 livelihoods that rely on the oil and gas sector here in Scotland",that's what we've got to protect,rephrase
it would be immoral to force people to be vaccinated when they don't want to be,I also work in healthcare,no_rel
They're not about constitutional matters,They're reserve to the United Kingdom Parliament,no_rel
"cumulatively, as we’ve found with lockdown, we can use this system to continue the fight against the virus",doing the right thing,inference
why shouldn't he,this is just the tip of the iceberg at the moment,no_rel
"Yes, schools are extremely important",It is incredibly important that children are able to learn,rephrase
That means there are millions and millions of people who could be infected by this virus,many of them will be younger,no_rel
to make sure we can get our lives back to normal and running in that space,long term there are the problems of getting everybody vaccinated,inference
It's about remaking the union,There isn't a contradiction in that,inference
the vast majority of Covid fatalities and Covid cases occur,We can use unused hotels where you have multi-generational families,no_rel
Not all Tory supporters are working in the city and financial people,Politics has changed,no_rel
we have to find some way of handling that,"An example is the disappointing statement by Indonesia on deforestation, where it said it would be unfair to expect us to keep to these limits",no_rel
"There's some things I couldn't find, maybe I missed them",how much is free dental care going to cost,no_rel
"look at that story of the 20th Century, it’s a lot of people at the beginning of that century, certainly the disabled, anyone with occasional needs, black and brown people, women, working people, all oppressed in some ways, put down",by the end of the 20th Century beginning to get their rights,no_rel
it’s absolutely delightful to see them all,it’s absolutely horrifying that we can’t provide more,conflict
I don't know all these figures,"All I can say is I come from a country where there are 500,000 people dead",no_rel
What is the answer,What’s your view,rephrase
that was a big mistake,we underestimate how difficult it has to be for any opposition leader to get themselves heard while we're going through the pandemic and coming out of it,no_rel
There have been very few in-class transmissions of the virus,there has been quite a lot of transmission,no_rel
you're planning to increase taxation using powers that you don't actually have at the moment,looking at the Greens manifesto I was a bit puzzled,inference
Which variant in are we going to protect against all future variants we don't know about,we have to start to balance the interests of public health with private freedoms and all of the other aspects of our lives,no_rel
You can't get a drink in a beauty salon,we share the same frustration in business,no_rel
We have lost and are losing,you see it in social media,rephrase
"My cousin is a consultant anaesthetist in the NHS, got COVID, then his wife got it, when it progressively got worse it was a terrible moment",He has now recovered,no_rel
Masks,3% of all infections end up in hospital,no_rel
The services at the moment are not fit for purpose,they're not set up,rephrase
We are high up in terms of respect for what we do and who we are,We don’t need to use crass comments and shout about it,inference
recognising that our politicians are there to serve the people and be accessible to the people,not be separate from the people,conflict
"we were planning for the issues that we had to face, and none of them got the disease","The week before I emerged with the symptoms, which was actually coincided with lockdown, I worked cheek by jowl with six senior executives in my office",inference
there may not have been a variant of concern,we know that the coronavirus mutates when it's in high circulation,conflict
With these sorts of things there's a lot of mistrust in the police,these things need to be addressed properly,inference
There's only one reason we are delaying this roadmap,the Delta variant,rephrase
We all should be wanting a real living wage for everybody,wherever they come from,rephrase
"there was a trial run and they turned away people with like student cards, bus passes issued by the councils, and then none of them turned back up with correct ID","the main issue is what lines you draw up, what type of IDs are acceptable",inference
For the rich,How are you going to pay for everything,no_rel
I would like to follow the clinical advice,I know I’m not giving an answer,conflict
don't carry on,Answer the question,rephrase
you have symptoms or you have been in close contact with someone who has symptoms,you are told to self-isolate at home for two weeks,inference
"the evidence shows that with support, more women and men as well, can carry through their complaints through to proper investigation and prosecution",I want to increase the numbers by hundreds,inference
I would close all the other areas of retail that are not truly essential,I don’t say it with any joy,no_rel
I completely get that,"I hear what people are saying, that it is not cutting through",rephrase
"would you like to see them get Boxing Day off, your own workers",Are you definitely doing that then,rephrase
we should have been leading the way in reopening,we’re not,conflict
you’re likely an anti-Semite,you’re not doing it intentionally,no_rel
"There are a huge amount of very, very sensible mature 16 and 17-year-olds out there",politics should be for all,inference
it all makes sense genuinely,"there was a better way that it was handled when people were coming into the country initially, or even now",no_rel
that's what we all need to focus on,The Foreign Secretary referred to the EU as acting like a dictatorship,no_rel
it's today been announced that NHS staff in Scotland will get a four per cent pay rise that will be backdated to December 2020 to recognise the hard work they've done during this crisis,What should Wales do,inference
before furlough was granted again to Wales and Scotland,that can't be the way to deal with a pandemic,no_rel
schools and universities went back earlier,we’re seeing figures increase,no_rel
then your emotions are going up and your intelligence is going down,I had a self-narrative that was ego based,no_rel
Partly teething problems,Some of the problems we are having will be overcome,no_rel
I went to the Copenhagen summit,There was £100 billion supposed to be committed by the developed world to the developing world to help them develop in a green way and be able to protect themselves against the effects of climate change,no_rel
we can't stick to that July date,what we need is an industry,inference
"We have this new variant which, clearly, is spiking",in London and the southeast but actually in the Midlands,no_rel
We said months ago everybody who comes into the country should be hotel-isolated,Only 1 percent of them still are to this day,conflict
they saw a positive change coming,"fundamentally, they didn't feel that the Labour Party today represented them",no_rel
"but we didn't include the largest hate crime, which is sexism and misogyny in that Hate Crime bill",which I think was an absolute failure,conflict
"The measure was announced a few weeks ago, in response to scientific advice",I think there was plenty of advance notice,inference
it doesn't make sense to me as a doctor and as an academic from the University of Oxford,You have to explain the science,inference
We must get out of the black and white,it was brilliant,conflict
Images came out of Afghanistan yesterday with four women standing with A4 pieces of paper in a protest,these women who will be killed if the Taliban are what they are,no_rel
Sweden tried a completely different approach to anywhere else pretty much in Europe and have had no massive rise in cases,they have,conflict
"This ideology coming from the government, the back benches that rebel is tortious at a time when we need to be taught the discipline to be in it together","we all, more or less have common sense and realise that we're going to have to sacrifice another 4 weeks",no_rel
It's just not good enough,"yes, we take the apology",no_rel
"Quite a lot of our population, and maybe we’ll come on to this, is concerned about taking the vaccine",a smaller proportion here than in our European countries and across the world,rephrase
I'm just going to take you back to the original question,Glasgow's refuse services have been impacted by the pandemic,no_rel
it's going to take time to get that capital infrastructure into place,I want us to start that work straightaway in terms of building that capital infrastructure,inference
you need to come up with a good proposition for the union,which isn't just how terrible Scotland would do if it went out there as an independent country,conflict
you’re a racist,the anti-Semites think you’re an anti-Semite,no_rel
We speak about this disparity,"There's huge disparity between, you know, children who are from kind of less privileged socio-economic backgrounds that have missed a year plus of education",rephrase
That poses an interesting question to my generation,I'm far too young to have received a vaccine yet,rephrase
"it's not going to be the Labour Party, unfortunately",You've mentioned two policies,no_rel
"I find it very difficult when there's a standards piece and someone is convicted in the court, both MPs, one gets hounded, has to leave, the other can still be an MP",Why don't we have the same standard for everything,inference
are not necessarily going to be affected by the government telling them they have to have a vaccine,I'm not convinced and the Labour Party is not convinced that this will work,inference
By mid-February I guarantee you everybody will have been offered a vaccine,How quickly can Rachel get her vaccine,inference
"The last two years you have been incredible in terms of coming clean on TV in front of people, you published a book, you’re behind the incredible Lincoln Project of Conservatives and Republicans who are actually trying to save conservatism and make it decent again","the other thing that you did, because of your charisma, your intelligence, you normalised Donald Trump, and that’s the problem",conflict
the left hand doesn't really know what the right hand's doing on this,It's an absolute mess,inference
We stay stick to it,the rules are pretty complex now and they are different in different parts of the UK,no_rel
There was frequently the adoption of a two-tier system who got it,"there were surgeons, care workers, nurses, reusing PPE",inference
"for a lot of women in this country, they want to know that nobody is beyond the law",No one is above the law including Prince Andrew,rephrase
I would be happy to do that,The problem is that would be putting me ahead of the queue in terms of clinical need,conflict
There are significant issues we need to worry about,"the haulage industry, the logistic centuries are very worried about what’s going to happen",rephrase
The first week Tesco had nothing and we had to depend on everything in Lidl,"Lidl had been so much better stocked in terms of meat, fruit and veg",rephrase
"They complain to their university, then they can go to the OIA, the office of the independent adjudicator",They can get fashionable re didn’t understand or full refund based on that,no_rel
"In my book Net Positive that just came out, I specifically discussed the $3.5 billion that industry is using to lobby to influence laws",I have a problem with that,rephrase
We already have a massive shortage of staff in those areas,What does that mean,no_rel
It will destroy businesses and confidence across the country,"At some point we have got to learn to live with this virus, uncomfortable though it is",inference
"the quarantine, again, it’s got no scientific evidence behind it","Yes, of course",inference
It was a lose/lose choice now that we look back at the time to try to get away from those images we were seeing all over the press with people not getting a hospital bed,It is an unfortunate situation,rephrase
That’s not a trade deal,we’re always harking back to where we were a while ago,no_rel
"where, to be fair to the government, the furlough scheme that Matthew is on has been helpful from a staffing point of view",but moving forward to open within the industry it needs much more help,no_rel
"the only thorough research that’s been done, was one done by Stanford on the New York epidemic","which is one of the hot beds in the United States, and it’s come out with these figures",rephrase
This is awful,it's difficult,rephrase
"the massive ships, the container ships that were held up by the Sues Kabul",we are going to be using huge amounts of energy to transport the food,inference
There are so many cultural rape things in people's minds,some people feel they are not getting a fair deal from jury trials,inference
Racism must not be tolerated in society at all,We have got to have a zero tolerance towards racism,rephrase
We run a central security service that will do that,you just press the app and somebody will come to you,inference
This is an industry that is on its knees,These are places that are closing,rephrase
we can send that individual home,I think we can do away with sending home whole bubbles,inference
They are are the courtier,the Royal Family is not just a bunch of people,inference
the children I work with don't even have to be tested,Those children can be symptomatic and still come to nursery because they don't have to be tested,rephrase
It is a slightly unusual situation at best,You can call it a border or not,no_rel
It's not easy,I can understand it,rephrase
you can come up with solution,nobody thinks that the sausages or meat will be swarming into the EU and upsetting some balance of trade,no_rel
I find it extraordinary,the idea of what this drug is and the accessibility this drug is and where are they getting the drug from,rephrase
I understand that you want to be in government and you want to keep government,This kind of stuff actually makes them confused,no_rel
everybody feels safe,We could do this tomorrow,no_rel
when a President makes racial remarks,whether there are remarks against communities,rephrase
"anything happens, 24/7, seven days a week",you just press the app and somebody will come to you,inference
Nobody is suggesting for a minute that the chilled meats coming from the mainland to Northern Ireland are in any way unsafe,accept the fact that Northern Ireland is part of the United Kingdom and let's get round the table and sort it out,no_rel
It is a real question,All the points raised have been very good,no_rel
I think we are getting there,I think the government should be honest with people,no_rel
"We receives the Pfiz vaccine, the first dose",but the second doses have been delayed for 10 weeks which is against the manufacture’s guidelines,rephrase
what that family must be feeling is from March 3rd,why did it take from March 3rd to October to call for that inquiry,inference
What’s your view of Amanda’s question,Was the government right to wait until the first day of term to announce the closures,rephrase
I think it is disingenuous for Anneliese to say that children have lost 100 days,It is disingenuous to the children who have been working really hard remotely,rephrase
"housing, is a common concern across this generation",There are a number of issues,inference
"As an entrepreneur you sacrifice so much, work twice as hard to get half as much",You risk losing everything,rephrase
"It is a question of traders learning how to use the forms, fill them in, but there are other factors that come into play",Some of the problems we are having will be overcome,inference
one concern expressed by some in the farming communities is that if this deal with Australia goes ahead,"it will be a template for other big, almost industrial scale meat producers",inference
"My two eldest boys who are year 11 and year 13 have been stuck in that bedroom 6 hours a day, five days a week",The same with my two youngest,rephrase
we might applaud their end goal,I don't think it's fair to say that any rational person thinks that we should just adopt their policies overnight,conflict
Their working conditions have deteriorated over the last 20 years,it's being put in a way that makes their working conditions much harder for them and much more unenjoyable,rephrase
It would have been better if he slipped it in the pay cheque and said nothing than to tell people they are getting 1 percent pay rise,What is that,inference
I don’t want to steal the thunder of my colleagues from the Department of Education,the point is that we are evolving the plan as we learn more about the nature of the virus,no_rel
not ordinary people,"Doug, you want to cut business rates and lower taxes",no_rel
"can I just say how ridiculous that situation is, that Boris Johnson again, the leader of a party that has been rejected consistently in Scotland since 1955, is telling the people of Scotland that have just voted overwhelmingly for pro-independence MSPs that there is no","democratic way, there is no democratic way to deliver that",rephrase
"My late father's partner, a lady in her 80s is in a care home with Alzheimer's, and her daughter is allowed to visit her once a week for half an hour indoors, and no more",She's not allowed to go outside with her,rephrase
we need to be making more people vaccinated,"so the idea that children can go away, unvaccinated and bring back the virus and spread it further",no_rel
"We spend most per head, interestingly, in this country on tertiary education rather than all the others and vocational",that's a good thing as well,rephrase
because I know what it feels like,I just think it is so important because it keeps the conversation going,no_rel
A lot of times it's in negotiations that the community have not been privy to,"in 2018, the Government did mandate that, for developments above a certain number, communities need to be consulted",inference
so many people have sacrificed and we don't want to risk what we've gained in terms of driving the level of the virus right down,"last summer the importation of cases, we don't want to risk that",rephrase
"Claire, what do you think of what you have heard?",What's your view.,rephrase
"a lot of the businesses and the particular sectors that are looking to get back, frankly, don’t have much confidence",what about your business,no_rel
"and the summer which should have lifted them up, is not going to be there if you carry on like this","they’ve had one winter, they’re going into another winter",inference
in the end this is about public confidence,We need people to believe and to take the vaccine,rephrase
You seem to be shooting from the hip and have absolutely no direction,I don't trust you,inference
If there is trust and will,you can come up with solution,inference
"that’s mostly due to students being social, which is what they come to university for",I think it is patchy,no_rel
It is politics,I have loved seeing British people so politically engaged,inference
Robert's apology was very welcome,alongside an apology there has to be accountability,no_rel
"I am on COVID wards every day, working with COVID patients",I’m very frightened that I may bring the virus home,inference
the border could not go on the island of Ireland,we had to put a border in the Irish Sea,inference
"During this whole last year, five, six months, whatever it is, I've come across many occasions when people are breaking the rules","When they are breaking the rules they are referring to Dominic Cummings, all these kinds of things",no_rel
there's some uncertainty,with uncertainty we have to be cautious,no_rel
"the Middle East, for example, he has helped to normalise relations with Israel and Dubai and other countries",The UAE and Bahrain,no_rel
Heather was right to say we need to support young people in this,When I was on the Education Select Committee a number of years ago we did a report on mental health and how students were coping with it,no_rel
I would agree with Kay,especially when you look at previous things like thalidomide,rephrase
The protocol is a protection,"So the only security, I think, that the people of the north have is in terms of the protocol",rephrase
what's your view,the actual trains are being run by numerous companies with different ways of running and different innovations,no_rel
That's why people have not moved on,"The whole issue for me comes down to the point when Dominic Cummings made this journey everybody was told ""you have got to stay at home""",no_rel
You are saying June 1st,I am just wondering if it is a question of interpretation,inference
we know the extent of the cladding that isn't fit for purpose,"It is a huge you know, logistical exercise as you know",inference
I got the opportunity to go back and make a film about the kids of Kabul,"I went to a place called Skater Stan, and I met young girls wearing their traditional Afghan clothes going up and down these huge skatepark that they had built because the war in Afghanistan gave a generation hope",no_rel
That is what it gave,That is what you did,rephrase
You get a wider selection of people putting themselves forward for that role,"people who are carers or people who want to keep a foot in the door of being a GP or firefighter, whatever it is",rephrase
Anthony wants to have his cake and eat it,"On the one hand he is saying we should maintain a lockdown, then he says in the Far East they manage to continue to boom without a lockdown",no_rel
If an individual is found positive,we can send that individual home,inference
that's why we would support things like a universal basic income,helping with child payments,rephrase
not officially,you are supporters of the SNP in government,conflict
it is the movement of people,"it is very clear there are things that transmit the virus very well and that’s often in venues where there’s poor ventilation, loud music, people have to shout to overcome the noise",no_rel
"Terrorist groups have havens across the world, Yemen, Libya, Iraq, all countries we were militarily involved in in some shape or form",it's because of the failed war itself - 20 years of failures,inference
issues of consent are really important,Issues of leadership are important,no_rel
I don't know who it will benefit,I've got very mixed views about the lowering of the age of voting to 16 and 17.,no_rel
I'm really glad the government has changed tack from the weekend when they seemed to be suggesting they didn't want to offer any assistance at all,I'm really glad about that,rephrase
we have CPAP patients on the ward,people with breathing apparatus,rephrase
"we also need, if we can and when the time is right, to help other countries as well",isn't that the crux of the matter,rephrase
"now we're saying you can meet with them socially, again maintaining distance and what have you",it's one other person,no_rel
It's exactly how my kids feel about it,"I feel strongly that what the children need is occupation, stimulation, caring, loving, to find a way through -- to escape the year they've had",no_rel
we should have been seeing how the data -- focus on getting that down,It was wrong to call it freedom day and signpost it so far in advance,inference
it can only be done by local authorities,It can't be dictated by the government,rephrase
this is not acceptable,it will need to change,inference
It's illogical.,I don't understand.,inference
because the NHS plan and the rollout that has been delivered in a methodical way,Between 4 and 11 January you are going to see another step-up,inference
As a young person that’s been brought up being taught about the horrors of the holocaust I feel like it’s absolutely ludicrous that things like this are still happening in today’s politics,people need to be held accountable for it,no_rel
We have the issue where we are secluded from government aid,business needs to give employees answers,no_rel
"go to restaurants, go to shops, enjoy your life, but do it here on this island","We've, what, 66 million people in Britain",no_rel
13.85 billion going to the self employed with 5 million claims,This has been significant and one of the most generous schemes anywhere in the world,no_rel
No I didn’t,It wasn’t me,rephrase
I think that is disappointing,I'd like to see them much stronger with clear views and policies,inference
The Prime Minister sat on that report,he tried to suppress it,rephrase
it is about society accepting everyone and looking for the good in everyone,everyone has something to contribute,rephrase
It's about integrity,It's important,rephrase
"The community pubs, the places that people go and meet, the places that are the centre of people’s hearts and so you also, these have been massively hit",we need plenty of investment,inference
There are pubs closed now losing thousands upon thousands of pounds,but from my point of view hospitality is under a huge amount of pressure right now,inference
That's for things like three and a half thousand permanent teachers,to make sure that we increase the spending on the NHS,rephrase
a greater awareness of the powers that we have within the Welsh Parliament,we're in an extraordinary period of time,inference
it would become frustrating if the actors came out and took the knee and it would become a pantomime,"it is the right message, but wrong forum",inference
Here we are having the same conversation again,"I want to say someone who didn't grow up and wasn't born here but I lived here half my life, this is a deeply masculine society at its roots",no_rel
"we are going to live in a world -- we'll never live in a world free of viruses, but live in a world where we can meet, we can hug, we can party",All these simple things we take for granted,rephrase
we need to do the toxicology,we need to do this intelligence gathering,rephrase
There is plenty of government legislation for racial equality,they do themselves no favours when they riot in London,inference
"When the Liberal Democrats were in government between 2010 and 2015, we had a zero carbon home standard",The cause I do agree with,inference
"Looking simply at the numbers, disregards the fact if you don’t have people with you, regardless of how hard you lockdown, you’re not going to get people to comply",You’re going to get people to start to believe all kinds of conspiracy theories and end up with non-compliance,rephrase
we’ve delivered that in partnership between our National Health Service and the [authorities that deliver the system,I think the question really describes the position in England,no_rel
it is about the conditions that people have to work in as well,it is not all about wages,inference
as former head of Thomas Cook,Should we be abandoning trips abroad for the next few weeks or for the summer,no_rel
that's what we need to do in business and society overall,The only time I have seen footballers taking the knee is when it is showing on the news,no_rel
"we just copied their best practices we would be well on our way, whether it’s the United Kingdom or the United States",the protocol and standards in South Korea who had experience with MERS and SARS,inference
"On 9 April the cases in India were at 90,000 a day",you didn't have to be a minister or a virologist to actually work out there's a problem here,no_rel
"we know that, you know, there are logistical issues with this vaccine in terms of the temperature it needs to be",We worry about care homes,inference
the initial stages are going to be a starting point,this is a starting point for solutions,rephrase
the outcome must be that everybody gets the vaccination,That's what we're aiming for,inference
the UK government has done something but not enough,It should be entirely all countries,inference
this is just the tip of the iceberg at the moment,since Boris has been in power it seems to be scandal after scandal,no_rel
which is a kind of tea party compared to the disaster of climate change that we're going to face,they're facing not only this pandemic,inference
"on average, they've lost -- what? -- over 100 days in schools, many of them","The summer school programme, as I understand it, it is going to be covering 1 in 3 children who received free school meals",no_rel
Make your own mind up if it is amber,We should have green and red,no_rel
Don’t try to curry favour,It is a lovely little dog,inference
People want to help in this national effort to get as many people as possible vaccinated,There’s a huge amount of goodwill,inference
It is down to 4 or 5% regionally,"This is people's businesses, their jobs, their livlihoods",no_rel
All of the confusion,"It feels like now it is relevantly safe, we're locked in",no_rel
You have family there still,What are you hearing from family and friends,inference
there's been a lot of unfair criticism to the Government on -- by some of the panelists here and some of the other viewers,they should be applauded for the furlough scheme they have done,conflict
you can list the pollees,people don't seem to be hearing it,conflict
We have no information right now as to whether it will prevent transmission,that means its first priority is actually to use it to protect be vulnerable populations,inference
I’m not getting any answers,Ask the questions and we will try to answer them,rephrase
It would be difficult to find someone who found it would be a good idea to wait a good week in the for the loved,It was very hard,inference
make sure that companies who took money to support a furlough scheme used that money,"if they then did some -- whatever, went bankrupt, that that money was then given back to the government",no_rel
the Government has wanted to get to grips with,understand the extent of the challenges,rephrase
This is the only minister to have been sacked since the 2020 reshuffle,He's the only one,rephrase
one of the critical things is it hasn't been felt the way the decisions are made and the way the local leaders are involved is in any way near what we need to see.,"a UK government that has over many years seen cut to local government, that has made local government less resilient",no_rel
"there was a trial run and they turned away people with like student cards, bus passes issued by the councils, and then none of them turned back up with correct ID","you're just going to start discrimination against the electorate, which is a very dangerous road",inference
they need to see the tests working,"when it comes down to people’s experience on the ground, and that critical way that we need to be getting people’s confidence back",inference
you will be unelectable for a very long time to come,what do you actually want us to do,no_rel
the economy of the world was not locked down,"In ’68, when I was 23, we had the Hong Kong Flu",no_rel
21 June there'll be flexible travel which will hopefully save consumers money,You mean flexible season tickets,no_rel
somebody is there with a microphone stuck under their noses,They can barely breathe,inference
I couldn't tell which bits you were agreeing with,There has to be a degree of respect,no_rel
it has a billion pounds to work with,Part of its purpose is to be able to buy vaccines at cost,no_rel
they may be unpaid but they certainly give care,I’m not downgrading what they do,rephrase
Having the app is not critical to contact tracing,Experience in the Isle of Wight shows you can do effective contatracing without the app,rephrase
We are four nations working together,I think COVID had been a really good example of that,rephrase
"we do that to ensure that we do have a system, that there is no political interference, that it’s properly resourced and people are properly trained, that is transparent, that has proper rules about what sanctions are appropriate so everyone can have confidence in that",That process is vitally important and we will put it in place,rephrase
"This was during the first lockdown, during the first wave","we’ve got 30,000 people in intensive care units fighting for their lives",no_rel
"I haven't, no",I wouldn't make any plans,rephrase
my health is relying on other people's actions,that's quite scary,inference
That's what the public want,we have to get back to our country running as normal,inference
we didn't know for certain that things were going to be as bad as the scientists said,I always said we don't know that for certain,no_rel
That's what you would talk through with the tracers,So they can contact them,inference
that’s how we save the most lives,"yes, we will vaccinate according to clinical priority",inference
That very much is kind of what I see a sense of in Batly,It is almost a sense that you are in a forgotten area and you should feel resentful,no_rel
it's got to be done as safely as possible,The key thing is here schools haven't closed,no_rel
"the facts, I think, don’t bear out the comments that Liz has actually made","Contact testing was started in Wales, and stopped almost immediately",no_rel
this pandemic has increased everybody's awareness of hygiene,another thing hopefully to see in the future as well is just better hygiene even across the board,inference
That can't be right,"This is a kind of Colonial relationship where some independent countries have a hold over the sources of another now sovereign, independent country",no_rel
Can a racist term ever be defined as banter,"Yorkshire has carried out its own investigation, ruled no disciplinary action would take place, called it banter",rephrase
"They're still at school, they're dependent and they're consequently not seen as autonomous in the usual way that we understand that politically",probably the Labour Party hope that they will benefit from having these young people vote for them,no_rel
That's different to what they said before,it is great now people are starting to say we want to get to net zero,inference
we’re trying to balance the competing financial and social pressures,when someone shines a light on a particular issue and we look again at it and we make the decision that this is something that we can extend and should extend through the summer,no_rel
Weighing up the different competing issues to do with people's health,We are doing our best,inference
are you concerned that if Biden wins the relationship between the British government and America might be slightly less warm,"I’m not concerned, for two reasons",conflict
when will she get it,This is something we discussed very recently in relation to the fact that this evidence was coming out the Israel that the dose should have been given within the time period initially thought about,no_rel
"On the very same day after the court made its decision and it came out afterwards, there was published quietly by the government a full report from SAGE based on UK information throughout the epidemic that said it found no evidence that pubs and restaurants or hospitality in general were -- to infection",this report said there was no evidence of that,rephrase
what's it come to this that pigs are being culled,George Eustice is working with the abattoirs,no_rel
"Technology is changing very, very quickly","the same number of participants have been exposed to this vaccine, this particular vaccine, 43,000 participants",no_rel
that’s the truth,and we don’t really admit that,rephrase
"there are pockets of anti-Taliban resistance, whether it is people on the street, people in Panjir Province",are we going to let them stand alone,inference
we need to ensure that women everywhere can pick up a phone and get the support they need,I'm involved in services to women's refuges,no_rel
Cummings going to the castle,they have seen that thrown back in their faces,inference
They've worked incredibly hard over the last year,I would absolutely support the police and trust the police,inference
I'm a big fan of the side hug,what's a side hug,no_rel
we then have a huge task to rebuild the country and make it a fairer country for the future,I hope everyone regardless of their view goes out and makes a choice for who will be the next Welsh Government,inference
we're taking our eye of the ball here,Iran has been held down by Trump,no_rel
"if you form a protective circle around people sitting in the middle of the motorway, they're going to keep sitting there",there's a reason we don't go sit in the middle of motorways,no_rel
why are we asking people to self-isolate then not checking when they were travelling,It has been a mess,rephrase
The app seems to be having a few teething problems,It sounded as if it was the next big thing,conflict
he really knew what he was talking about,needed £15 billion,no_rel
We saw a rise at the beginning of the decade and a steep decline since then,The system has failed,inference
"we could value our workers wherever they are, in the health sector or the care sector and not jump on the bandwagon",I would listen to the evidence and make the pay recommendation stick here in Wales,inference
"This isn't something that, you know, has happened just in the UK",You're seeing global shortages everywhere,rephrase
"I have started, just starting to go out into the society",people don't know I'm ill,no_rel
"you allow that mistakes will be made in a fiercely complicated, unprecedented set of situations",you can't just allow that mistakes will be make,conflict
"people I respect a lot have, in my view said things that I can't really respect",I think that it has been a bit of a disspiriting site,inference
"We had 128,000 deaths",Mark and his colleagues had got their way,no_rel
They have been away from education for six months,"now the indirect effect of the lockdown, nobody can quantify",inference
"as an entrepreneur and somebody who didn't want to report to somebody else, I understand the urge to find independence","When I think of Scotland, I think of the potential of an independent Scottish nation, I have no doubt whatsoever that Scotland could be a thriving independent country, with an exciting future",no_rel
not winning the arguments for the United Kingdom,the union does count for something democratically,no_rel
"No, no",in the first year it's not as much,no_rel
I'll need more of those staff to take care of you and me in the future as well,the NHS have been responsible for saving many lives and been a foundation for getting this country back on their feet,no_rel
There has to be some way of looking at the system you had before when you come out of this,why are we asking people to self-isolate then not checking when they were travelling,no_rel
"We had the second lockdown, the numbers declined, we opened it up again, the numbers went up again","We've had the third lockdown, the numbers declined",rephrase
he was an acquaintance of Prince Andrew's,that due legal process has to take place,no_rel
"Some will deal with it, keep on trading","Other firms, small businesses, might struggle more because of the load placed upon them",no_rel
we have to really listen from the people that know best about it,follow the guidance that are in place to do that,rephrase
"they certainly deserve for what they've done for us, every single one of us, and the country, over the last year, and before that as well",then so be it,inference
You have parents complaining they can't go to school sports days and see Wimbledon packed out,There's a growing sense of inconsistency here in terms of how rules are being applied,inference
it must be called out,we must do more to be sure it is being called out,rephrase
we need to talk about jobs and opportunity,not to focus on cost and compromise,inference
the strategy has come together in exactly the right timing to make sure we have the capacity in place to provide the support that individuals in the country,"What's stopping you reaching the capacity for 15,000 tests",no_rel
that can't just happen through an update,through the travel secretary,rephrase
about the level of compliance,when you get to this level of disparity and complete double standards and hypocrisy,no_rel
But for this party to be caught up in something like this makes me sick.,And I don’t want to hear it. I don’t want to hear all the other stuff.,no_rel
We need an international agreement on investing in the manufacturing capability in parts of the world,so they can start doing their own vaccine manufacturing,inference
It will be crucial to keeping up business.,"in Denmark, given the lockdown was relatively short and not particularly strict",no_rel
"what will get the outcome which we want, which is that everybody gets vaccinated, everybody is protected",I think from that starting point there is something to be positive about,inference
Others have talked about statues and all that kind of thing,I disagree with that profoundly,conflict
"I said to the Prime Minister he should resign and if he didn't, the Prime Minister should sack him",If the Prime Minister reflects on that advice he probably wishes he takes it and sacked Dominic Cummings last year,inference
Marcus put forward a really compelling argument,we did listen and the government decided to extend the existing scheme into the summer holidays,inference
it was a bad decision,You think the universities should have stayed closed,no_rel
"there are times, as somebody mentioned, where people might want to see",I can think of occasions where I might just want to phone or have an online appointment,no_rel
We completely understand that,we want to make sure that children don’t miss out on their education,no_rel
Child poverty is soaring across Britain,this is a choice,rephrase
"My earliest political memory is waking up and going out to school and seeing a letter on my front porch and opening it up and there was a picture mocked up of my mother with two…tied to a chair with two guns pointed to her head. And cut out letters saying, bang, bang, that's all it takes","And that was a message from, at that time, Combat 18",rephrase
That's across the world,"with Oxford AstraZeneca, they made a commitment upfront that 300 million doses would feed Kofax",no_rel
we have committed funding to that,We are committed to build,rephrase
it's their livelihoods that's at stake,the wider economy,rephrase
"Those that are deserving, this is what we are it, and some that don't","as though the Taliban are somehow going to, under a burkha sneak their way into this country and do us harm",no_rel
"I agree that statues that have links to the past, that bear issues relating to slavery, do need to be taken down",I’m not asking for them to be hidden,no_rel
"it needs to be invested for the long, long-term","you need to be investing now for 30, 40, 50 years away",rephrase
